title,stars,text,publishedAtDate,likesCount,name,reviewerNumberOfReviews,isLocalGuide,responseFromOwnerDate,responseFromOwnerText,publishAt,rating,reviewContext/Meal type,reviewContext/Parking space,reviewContext/Price per person,reviewContext/Recommendation for vegetarians,reviewContext/Service,reviewDetailedRating/Atmosphere,reviewDetailedRating/Food,reviewDetailedRating/Service,reviewId,reviewImageUrls/0,reviewImageUrls/1,reviewImageUrls/2,reviewImageUrls/3,reviewOrigin,reviewUrl,reviewerId,reviewerPhotoUrl,reviewerUrl,textTranslated,reviewContext/Parking type options,reviewImageUrls/4,reviewImageUrls/5,reviewImageUrls/6,reviewImageUrls/7,reviewImageUrls/8,reviewImageUrls/9,reviewImageUrls/10,reviewImageUrls/11,reviewImageUrls/12,reviewImageUrls/13,reviewImageUrls/14,reviewImageUrls/15,reviewImageUrls/16,reviewImageUrls/17,reviewImageUrls/18,reviewImageUrls/19,reviewImageUrls/20,reviewImageUrls/21,reviewImageUrls/22,reviewImageUrls/23,reviewImageUrls/24,reviewImageUrls/25,reviewImageUrls/26,reviewImageUrls/27,reviewImageUrls/28,reviewImageUrls/29,reviewImageUrls/30,reviewImageUrls/31,reviewImageUrls/32,reviewImageUrls/33,reviewImageUrls/34,reviewImageUrls/35,reviewImageUrls/36,reviewImageUrls/37,reviewImageUrls/38,reviewImageUrls/39
Babylon Cafe,1,"Cost to get in
Don’t stand at the door
Or outside the door
Don’t sit in the chairs that are literally at the bar cause as soon as you do they “have to take them up at 4:00AM”
No matter what you do they will have something to say, so just a waste of money.",2024-02-09T08:28:44.866Z,0,,8,FALSE,,,2 months ago,,Dinner,,$10–20,,Dine in,,,,ChZDSUhNMG9nS0VJQ0FnSUR0MzY3d0NBEAE,,,,,Google,,110044465975317021068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tatso Peri Peri Grilled Chicken,3,"We had this at Sceptre Brewing in Atlanta. The brewery has a ghost kitchen and they were the flavor of the week. I could tell they were working hard, but struggled with efficiency. Orders were taking way too long for grilled chicken with sides.

I got the chicken tender dish. My chicken was dry and not very flavorful. It could use some better seasoning. I didn’t really enjoy
the sauces. I had the hot and lemon herb. I ended up using Chick-fil-a sauce at home. The mac and cheese wasn’t very cheesy. The rice was about the only good thing we had. The baked beans were okay.",2024-01-20T18:21:29.826Z,1,,55,TRUE,2024-01-22T15:15:31.338Z,,3 months ago,,Dinner,,$10–20,,Take out,3,3,2,ChdDSUhNMG9nS0VJQ0FnSUROLUpIZnN3RRAB,,,,,Google,,109102498450110955011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tatso Peri Peri Grilled Chicken,5,,2023-08-08T16:33:58.232Z,0,,,FALSE,,,8 months ago,,,,,,,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUNwblppVVRREAE,,,,,Google,,103979370909035586583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tatso Peri Peri Grilled Chicken,5,This place was really good….but the address is not current. Do not think there in business anymore 😔,2023-03-12T03:50:06.875Z,0,,5,FALSE,,,a year ago,,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSURocWFUTFRnEAE,,,,,Google,,107174351874498472179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tatso Peri Peri Grilled Chicken,2,"I’m sure the food is good, but I didn’t even get to try it because it’s not an actual restaurant. It’s a rotating shared kitchen. 2 stars because it doesn’t consistently exist like marketed.",2022-07-31T03:47:41.326Z,0,,7,FALSE,,,a year ago,,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUN1OGJpeUdnEAE,,,,,Google,,102581256247187438939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tatso Peri Peri Grilled Chicken,5,"Do not take this chicken lightly, this stuff packs pounds of flavor. Incredibly affordable and unbelievably delicious, also get their rice! It goes hand and hand with the chicken. Genuine 11/10",2022-07-11T18:27:11.476Z,1,,2,FALSE,2022-07-12T01:25:27.730Z,,a year ago,,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSURPN2JLd1lBEAE,,,,,Google,,114739368617799610511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tatso Peri Peri Grilled Chicken,5,The best but it’s so hard to get them on Uber eats,2022-06-30T17:26:30.936Z,0,,2,FALSE,2022-07-12T01:26:00.643Z,,a year ago,,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSURPZ3E2ZGtnRRAB,,,,,Google,,116466376329231580579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tatso Peri Peri Grilled Chicken,5,Great to see you guys doing well :) food is delicious as always,2022-06-13T00:04:13.676Z,1,,16,FALSE,2022-06-13T16:30:40.229Z,,a year ago,,Dinner,,$20–30,,Take out,,,,ChdDSUhNMG9nS0VJQ0FnSUNPOGFyOHVBRRAB,,,,,Google,,105164915957499832631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tatso Peri Peri Grilled Chicken,5,"I am a first time customer here, and I ordered the Peri Peri chicken half with the mac and grilled squash and zucchini....What magic is this? To order from Uber eats, and it come hot, flavored, good portion and cooked to moist perfection at 3:55am in the morning? Best of all I am definitely gonna have leftovers!! Yay me!!! (Does a little food dance) You guys hands down are the bomb.com!! I am definitely a sold customer!!",2022-06-12T08:22:32.628Z,2,,17,TRUE,2022-06-14T00:31:34.049Z,,a year ago,,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNPNFoyTzhRRRAB,,,,,Google,,111642294338620829676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tatso Peri Peri Grilled Chicken,5,The best chicken I have ever had!,2022-06-04T21:16:47.619Z,1,,17,FALSE,2022-06-05T09:06:59.690Z,,a year ago,,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNPX05tejhRRRAB,,,,,Google,,110292983182633688932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tatso Peri Peri Grilled Chicken,5,"This is, by far, the best chicken I've had in all of Atlanta.

I've had nandos in the US and the UK.... And this is better. Incredible wings, incredible food.

Please open before 9:30 - you will have weekly orders from us.",2022-06-04T17:24:48.969Z,2,,197,TRUE,2022-06-04T19:56:25.980Z,,a year ago,,Dinner,,$10–20,,Delivery,,,,ChZDSUhNMG9nS0VJQ0FnSUNPdkxXdEZREAE,,,,,Google,,117111415708183913353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tatso Peri Peri Grilled Chicken,5,"I ordered on Uber eats. It was so good I had to let everyone know on here. Omg. The entire chicken was flavorful and moist, not just the skin. The macaroni and cheese was creamy. The baked beans were so tasty. Easily one of the best tasting restaurants I've had in Atlanta. I swear it.",2022-04-26T01:32:22.109Z,3,,47,TRUE,2022-04-26T21:39:44.401Z,,a year ago,,Dinner,,$20–30,,Take out,,,,ChZDSUhNMG9nS0VJQ0FnSUMyNVpyQWFREAE,,,,,Google,,111328869812513700080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tatso Peri Peri Grilled Chicken,5,,2022-04-04T03:30:34.828Z,0,,10,FALSE,2022-04-16T01:37:02.800Z,,2 years ago,,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSURXaTdUc3h3RRAB,,,,,Google,,105638954906441785281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tatso Peri Peri Grilled Chicken,4,Great. Loved it and I'll be back,2021-12-02T16:12:28.646Z,0,,271,TRUE,2022-02-17T02:38:03.354Z,,2 years ago,,Lunch,,$10–20,,Take out,,,,ChZDSUhNMG9nS0VJQ0FnSURHNmIzM0tBEAE,,,,,Google,,110758599965653158955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tatso Peri Peri Grilled Chicken,5,,2021-10-23T06:45:02.729Z,0,,49,TRUE,2021-10-23T16:31:23.475Z,,2 years ago,,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNHM0luYVB3EAE,,,,,Google,,104041134575114852454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tatso Peri Peri Grilled Chicken,2,Season,2021-09-11T23:59:22.201Z,0,,46,TRUE,,,2 years ago,,Dinner,,$30–50,,Take out,,,,ChZDSUhNMG9nS0VJQ0FnSUM2azRTQlZREAE,,,,,Google,,103424593050323373156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tabla - Buckhead,2,I Ordered tandoor chicken and it was very dry.  My wife ordered lamb shank and it was not at all good.  Food is expensive.  I understand you're in Buckhead but $6 for Naan is more than double what other restaurants charge.  If you want side plate of  onions or pickle then it is $4.  We won't go here again.,2024-04-21T03:22:32.484Z,0,,81,TRUE,,,3 days ago,,,,,,,5,2,3,ChdDSUhNMG9nS0VJQ0FnSUNqNXIyLTh3RRAB,,,,,Google,,103542129198778682600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tabla - Buckhead,4,"Small nice place, busy, expensive, service was very good, food and portions could be better",2024-04-17T23:23:00.008Z,0,,218,FALSE,,,6 days ago,,,,,,,4,4,5,ChdDSUhNMG9nS0VJQ0FnSUNqLUk2MG53RRAB,,,,,Google,,109898701140969133749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tabla - Buckhead,4,"Ambiance is nice, service is good. Small plates/appetizers are good. But we didn’t like the main dishes. Especially panner tikka, malai kofta was wayyyyy too sweet (my kids kept saying the food smelled like shrikhand like indian sweet) Also server never asked us for the spice level we would like to have. So it was very mild in spice level and that’s not what we wanted.
Their food is very very expensive, almost a double of what we usually pay at other Indian restaurants. But we knew that before going there. Wanted to try once. And it’s a last for us. Not because of the money but because of the way food taste, it’s not worth the money for us.  Other than that it’s a good place.",2024-04-02T17:40:46.684Z,0,,20,FALSE,,,3 weeks ago,,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUMtOWZmcmZBEAE,,,,,Google,,105552936279898724339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tabla - Buckhead,5,Very nice food and ambience. Mushroom kebabs and Dal Bukhara was really flavorful.,2024-03-31T01:38:11.096Z,0,,60,FALSE,,,3 weeks ago,,,,$30–50,,Dine in,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUNEOWZTQ0JREAE,,,,,Google,,114508717556954126858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tabla - Buckhead,4,Food was excellent and the service was impeccable 👌,2024-03-27T12:30:13.591Z,0,,57,TRUE,,,4 weeks ago,,,,,,,4,4,4,ChdDSUhNMG9nS0VJQ0FnSUNEaHVUajRBRRAB,,,,,Google,,113349832148519782814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tabla - Buckhead,3,The food is good but service is bad.,2024-03-09T06:04:23.597Z,0,,8,FALSE,,,a month ago,,Dinner,,,Somewhat recommend,Dine in,2,4,1,ChZDSUhNMG9nS0VJQ0FnSUM5NDRqUEhnEAE,,,,,Google,,101030440093704825254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tabla - Buckhead,5,"Went on a week day for lunch. Ambience was nice. Ordered starters, and main course. Fresh starters came within 10 minutes and it was crunchy and tasty, within few minutes starter plate was empty. Main course was served by the time we completed starters. I ordered vegetable dhum biryani and the taste was quite right for my palate. Service was excellent. Forgot to take the pictures of the food. Highly recommend!",2024-02-20T02:00:56.140Z,0,,36,TRUE,,,2 months ago,,Lunch,,$20–30,Highly recommend,Dine in,5,5,5,ChdDSUhNMG9nS0VJQ0FnSURkd1BEdTJRRRAB,,,,,Google,,106873025502436227458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tabla - Buckhead,1,Food was very spicy with lots of garam masala. I would recommend dailing it bit down a bit. Service was very good,2024-02-18T18:44:56.701Z,0,,54,TRUE,,,2 months ago,,Dinner,,$20–30,,Dine in,4,1,5,ChZDSUhNMG9nS0VJQ0FnSUNkLTRXWkJnEAE,https://lh5.googleusercontent.com/p/AF1QipOynWqsiwBeqVIvSIJDbwDkOJ0NViaianHVs2EU=w150-h150-k-no-p,,,,Google,,111691428035848856654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tabla - Buckhead,5,Upscale restaurant with authentic Indian taste. We ordered veg parda biryani and it was really good,2024-02-14T02:08:28.987Z,0,,686,TRUE,,,2 months ago,,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNkb3BlM0Z3EAE,,,,,Google,,115823949315832949479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tabla - Buckhead,5,Lamb shank was amazing,2024-02-12T01:09:39.318Z,0,,20,TRUE,,,2 months ago,,Dinner,,$30–50,,Dine in,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNkeE03aWpnRRAB,,,,,Google,,116528724983145436429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tabla - Buckhead,5,,2024-02-05T00:22:05.182Z,0,,3,FALSE,,,2 months ago,,Dinner,,$100+,,Dine in,,,,ChZDSUhNMG9nS0VJQ0FnSUR0d1lhYWN3EAE,,,,,Google,,116367993890491618892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tabla - Buckhead,4,"This is our one of the favorite Indian food restaurant in Atlanta and it’s on the top of the list. We come here to celebrate special occasions.

Yesterday, we ordered some dishes that we have never tried here before.

Kurkuri Bhindi was perfect and excellent.

Paneer Vindaloo was as expected spicy but we couldn’t stop eating it until it was finished.

We requested some food without onion and garlic (I know some of you will 😱) My wife doesn’t eat them and we were given couple of choices and she picked Paneer Saag and Daal Tadka. They were both good.

Masal soda Limca and Chilli mango mojito were spot on.

Why 4/5 stars? Roomali Roti was little less warm, almost on cold side and that makes it not so pleasant. Otherwise, everything else was perfect.

Staff is always at their best, making sure the guests feels they are special and satisfied.

Ambience and location draws us here over and over again.

Until next celebration, we will cherish this visit.",2024-02-03T15:14:38.103Z,0,,5,FALSE,,,2 months ago,,Dinner,,$30–50,Highly recommend,Dine in,5,4,5,ChdDSUhNMG9nS0VJQ0FnSUR0c3ZuNTNBRRAB,https://lh5.googleusercontent.com/p/AF1QipOyuLvtxiT-e1UZbficQU54FjFLGN9FoNF4Pgk=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipMKBDUHOkoGPBaiLGrf8Fw1JokyiT3PRoN5BaI=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipN24jk-VVOZSvoZeSWOlieo4WY3nvDqcCCDJ0s=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipOCXYjBCO5k0aTGvC5TDwolsXmbWEvD5yejjFU=w150-h150-k-no-p,Google,,112511214900894992607,,,,,https://lh5.googleusercontent.com/p/AF1QipNv-d2S5s_ufQ0KLCaMcG9esCvFVTLN65qb0P0=w150-h150-k-no-p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tabla - Buckhead,4,"Solid food. Brilliant appetizers, wish the entrees were equally good",2024-02-03T05:13:31.440Z,0,,105,TRUE,,,2 months ago,,Dinner,,$100+,,Dine in,4,4,4,ChZDSUhNMG9nS0VJQ0FnSUR0dklDU1VnEAE,,,,,Google,,112771897858794249567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tabla - Buckhead,3,,2024-01-30T02:34:24.819Z,0,,73,TRUE,,,2 months ago,,,,,,,5,2,5,ChdDSUhNMG9nS0VJQ0FnSUN0bXBxbnZ3RRAB,,,,,Google,,115243677699170344161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tabla - Buckhead,5,"Update: Dec 2023- awesome Mike at bar. I went alone, so sat on a high chair at the bar. Mike made me feel like I have company. Next time I am coming for him.

Went for an office dinner with colleagues. Interesting and tasty menu items. Good choices on alcoholic and non alcoholic beverages.

Ambience and atmosphere is simple. Spacious. When we went it was less crowded. Service speed is ok. Update: when crowded, it becomes very noisy- difficult to have decent business conversations due to close proximity of seats.

I gave one less star - we ordered whole wheat paratha - which was bit flaky than soft. Rest of dishes were good in taste and quantities.

They give a parking coupon when you check out. It's valid for 2 hours.",2024-01-26T04:32:19.282Z,0,,278,TRUE,,,2 months ago,,Dinner,Somewhat difficult to find parking,$30–50,Somewhat recommend,Dine in,4,5,4,ChZDSUhNMG9nS0VJQ0FnSUNSN3JyM0dREAE,https://lh5.googleusercontent.com/p/AF1QipO4lv7Rw2W7nMErJMEyWn7nOOYVaigKkUR8Tg6j=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipO-0q1cUhDn9M3THff24ekv0evxsO325UYGEP0m=w150-h150-k-no-p,,,Google,,107906806605072365896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Another Broken Egg Cafe,5,,2024-04-21T19:47:33.268Z,0,,8,FALSE,,,3 days ago,,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNqcm9XZ1hnEAE,,,,,Google,,118220769790546124955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Another Broken Egg Cafe,3,Ehh understaffed. Food was ok. Atmosphere was ok,2024-04-19T02:08:27.454Z,0,,19,FALSE,2024-04-19T17:45:52.896Z,,5 days ago,,,,,,,3,3,3,ChZDSUhNMG9nS0VJQ0FnSUNqdkkzT0d3EAE,,,,,Google,,101372254105530744134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Another Broken Egg Cafe,1,"Man, the brunch here was awful. Beignets were doughy, the pancakes tasted like there were out of the box, hashbrowns a little soggy. The service was OK - we waited a while for a table and finally sat at the bar, and it took almost as long for the food to come out. We were served with plastic-ware. The bartenders were nice, but the host was a little weird. Not sure if the vibes were just off that day, but definitely won't be coming back.",2024-04-16T20:03:15.616Z,0,,6,FALSE,2024-04-18T18:42:18.810Z,,a week ago,,Brunch,,$10–20,,Dine in,1,1,2,ChZDSUhNMG9nS0VJQ0FnSUNqa056SlVREAE,,,,,Google,,113295215062164712365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Another Broken Egg Cafe,5,My waitress Ali was awesome! The service was great and the food was incredible 🤗,2024-04-16T15:59:11.977Z,0,,8,FALSE,,,a week ago,,,,,,Dine in,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUNqb09pYklREAE,,,,,Google,,111499125525203015637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Another Broken Egg Cafe,3,,2024-04-14T21:33:10.033Z,0,,14,FALSE,2024-04-18T18:40:40.809Z,,a week ago,,,,,,,4,4,4,ChZDSUhNMG9nS0VJQ0FnSURELTlQblRREAE,,,,,Google,,100358544285023258800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Another Broken Egg Cafe,5,One of my favorite breakfast spots . They never disappoint. The food is always consistent in flavor and the the customer service is always top tier . Most times I go alone and have great conversations with the bartender .,2024-04-11T09:02:57.389Z,0,,10,FALSE,,,a week ago,,Breakfast,,$30–50,,Dine in,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUREeWFyUUVBEAE,https://lh5.googleusercontent.com/p/AF1QipMxZY3Qu78afQ2Y8RXss12NAvEOx80HpqDX7vPE=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipM3bMyE3SHQ_SgN2hxrfwLi8TXf1WBuaN4aBEOs=w150-h150-k-no-p,,,Google,,116640147368986454799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Another Broken Egg Cafe,5,,2024-04-09T23:18:38.811Z,0,,41,TRUE,,,2 weeks ago,,Breakfast,Plenty of parking,$10–20,,Dine in,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUREM3RqZjZRRRAB,,,,,Google,,114418326161274826642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Another Broken Egg Cafe,5,"Allie was a breath of fresh air, she was so bright and engaging. Best server I had in all of Atlanta.
This place is a MUST. The breakfast is PHENOMENAL. The Biscuits and Gravy with the home made sausage were literally the best thing I ate all weekend. 10 stars!🌟",2024-04-08T15:59:46.477Z,0,,9,FALSE,2024-04-10T20:17:49.700Z,,2 weeks ago,,Breakfast,,$10–20,,Dine in,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUREaHYzN1VREAE,,,,,Google,,103154065763124534263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Another Broken Egg Cafe,2,Both mine and wife's Benedicts were more than just a little over cooked.,2024-04-08T05:26:46.715Z,0,,12,TRUE,2024-04-08T16:05:42.210Z,,2 weeks ago,,,,,,,4,2,3,ChZDSUhNMG9nS0VJQ0FnSUREbXNpR0hREAE,,,,,Google,,101495754400512295949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Another Broken Egg Cafe,3,"I really wanted to leave a better review - the staff were excellent- very friendly, helpful and warm. I just don’t know what was happening in the kitchen - the place was not full but we waited 15 minutes to get seated and it took over an hour for us to get our food after stepping into the restaurant. Food was not great either - the pancakes were hard around the edges - maybe sitting too long under a food warmer? I feel sad to leave this review. Again, staff were super. I’ll come back again and then hopefully update this review!",2024-04-07T16:47:46.311Z,0,,17,FALSE,2024-04-08T15:48:37.583Z,,2 weeks ago,,Brunch,,,,Dine in,4,3,4,ChdDSUhNMG9nS0VJQ0FnSUREc3VIXzl3RRAB,,,,,Google,,117817474129362845627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Another Broken Egg Cafe,3,"Great location and parking option. Greet staff was great. Once seated, the time for beverages and placing our order was acceptable, but it plummeted downhill from there. The waitress is the reason for the negativity of this experience. She was very inattentive.  Everything we received was only after continually flagging her down and asking for it. The wait time for the food was unacceptable, but then there was an additional four minutes of waiting for silverware in order to partake in the food that took forever to get there. The young man who busted the tables was extremely pleasant, personable & commendable. I actually tried to give him the tip, but he stated he was not allowed to accept it.  He definitely was deserving of it. There were four of us in the party, and everyone enjoyed their food except for The Floridian omelette, either the crab meat or the sauce was spoiled and it ruined the entire dish.  Probably unlikely to return to this establishment.",2024-04-06T20:10:03.530Z,0,,21,FALSE,2024-04-08T15:59:08.825Z,,2 weeks ago,,Brunch,,$10–20,,Dine in,5,3,3,ChdDSUhNMG9nS0VJQ0FnSUREM0tpazlnRRAB,,,,,Google,,111042321919391361136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Another Broken Egg Cafe,5,,2024-04-03T23:08:58.182Z,0,,11,FALSE,2024-04-09T17:12:43.905Z,,2 weeks ago,,,,,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNEdjRHQXNnRRAB,,,,,Google,,105547590944763299095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Another Broken Egg Cafe,5,"Only two people in the dining room and they were fantastic!! They kept things moving!!  Jordan and El were fantastic!!!

The food was good (forgot to take pictures). The Mardi Gras omlette was delicious.

Great experience, great servers and great food.",2024-03-30T13:02:03.038Z,0,,159,TRUE,2024-04-01T13:46:14.549Z,,3 weeks ago,,Brunch,Plenty of parking,$10–20,,Dine in,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUNEaGEyY1BBEAE,,,,,Google,,111736920318889626186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Another Broken Egg Cafe,5,Great customer service and food. I definitely recommend this restaurant.,2024-03-29T21:29:15.879Z,0,,365,TRUE,2024-04-02T20:56:05.650Z,,3 weeks ago,,Lunch,,$30–50,,Dine in,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNEeVltN3VRRRAB,,,,,Google,,104616307518003097407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Another Broken Egg Cafe,4,,2024-03-25T15:26:05.578Z,0,,26,TRUE,2024-04-03T18:35:17.898Z,,4 weeks ago,,,,,,,3,4,4,ChZDSUhNMG9nS0VJQ0FnSUNEbk1ld1d3EAE,,,,,Google,,118075559565504402643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sinbad Mediterranean Grill,5,,2024-04-05T13:08:28.917Z,0,,4,FALSE,,,2 weeks ago,,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSURELUl6TUdREAE,,,,,Google,,102897575336282831924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sinbad Mediterranean Grill,5,Everything is Amazing as always .,2024-03-26T16:46:45.504Z,0,,3,FALSE,2024-03-26T19:46:00.435Z,,4 weeks ago,,,,,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNEOHAtYnR3RRAB,,,,,Google,,101368113319977769103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sinbad Mediterranean Grill,5,Everything is great 👍,2024-03-26T16:45:43.617Z,0,,2,FALSE,2024-03-26T19:46:37.113Z,,4 weeks ago,,,,,,,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUNEOHUtSFJREAE,,,,,Google,,100184883069432478830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sinbad Mediterranean Grill,5,"This was nearby and I decided to try it for lunch. I ordered the chicken kabob plate which came with (yellow) basmati and a side salad. I watched her cook the chicken breast to order which was nice to see it made fresh. Flavor of the chicken and rice was delicious!! I also ordered a side of Greek fries. I think the fries could be a bit crispier.

The lady who took my order and cooked it was very sweet. Place was clean. I’d recommend it and would try other dishes!",2024-03-05T21:27:04.274Z,0,,175,TRUE,2024-03-26T19:47:23.776Z,,a month ago,,Lunch,Plenty of parking,$10–20,,Take out,4,5,5,ChZDSUhNMG9nS0VJQ0FnSUM5N3JIeUZBEAE,https://lh5.googleusercontent.com/p/AF1QipOYl6JjBadgamJiKYGYMw6oiaw3Fo4vT0ThADI4=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipNz0Tb9JwWjUTcvHo-8J7V3hUh7aUAEdWVdpula=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipOvo-X-wFUkn-G_bjT1NREyTHwLsQLOo1aJ4IJr=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipORj3ZE5HmxiU1RfDkvyoaJSfnGyQh3YsZbYldG=w150-h150-k-no-p,Google,,117396042906671842344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sinbad Mediterranean Grill,5,Slept on…. I always see this place and decided to stop today. I’m glad that I did. The food was fresh and the lady that served me was friendly and polite. There are plenty of options to choose from. I got the chicken shawarma wrap combo. Delicious! Greek fries to seal the deal and a fresh lemonade.,2024-02-21T15:49:29.518Z,0,,152,TRUE,2024-03-26T19:48:01.588Z,,2 months ago,,Lunch,,$10–20,,Take out,5,5,5,ChZDSUhNMG9nS0VJQ0FnSURkN1BuN1JREAE,,,,,Google,,113112910843150455235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sinbad Mediterranean Grill,5,,2024-01-18T16:51:06.666Z,0,,3,FALSE,2024-03-26T19:48:32.175Z,,3 months ago,,Lunch,,$10–20,,Take out,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUNONTZuWmV3EAE,,,,,Google,,110348454217227212941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
