title,stars,text,publishedAtDate,likesCount,name,reviewerNumberOfReviews,isLocalGuide,responseFromOwnerDate,responseFromOwnerText,publishAt,rating,reviewContext/Meal type,reviewContext/Parking space,reviewContext/Price per person,reviewContext/Recommendation for vegetarians,reviewContext/Service,reviewDetailedRating/Atmosphere,reviewDetailedRating/Food,reviewDetailedRating/Service,reviewId,reviewImageUrls/0,reviewImageUrls/1,reviewImageUrls/2,reviewImageUrls/3,reviewImageUrls/4,reviewOrigin,reviewUrl,reviewerId,reviewerPhotoUrl,reviewerUrl,textTranslated,reviewContext/Parking type options,reviewImageUrls/5,reviewImageUrls/6,reviewImageUrls/7,reviewImageUrls/8,reviewImageUrls/9,reviewImageUrls/10,reviewImageUrls/11,reviewImageUrls/12,reviewImageUrls/13,reviewImageUrls/14,reviewImageUrls/15,reviewImageUrls/16
Papa Johns Pizza,5,"Excelente servicio, la cajera muy amable y la pizza deliciosa, por un bajo precio, una pizza gourmet 👌🏼",2023-08-07T19:49:17.785Z,0,,3,FALSE,,,8 months ago,,Dinner,Plenty of parking,$1–10,,Dine in,4,5,5,ChdDSUhNMG9nS0VJQ0FnSUNwMWRmRzZnRRAB,,,,,,Google,,112435072325584908322,,,"Excellent service, very friendly cashier and delicious pizza, for a low price, a gourmet pizza 👌🏼",,,,,,,,,,,,,
Papa Johns Pizza,1,,2023-08-05T02:58:15.436Z,0,,7,FALSE,,,8 months ago,,Dinner,,$10–20,,Delivery,5,5,1,ChdDSUhNMG9nS0VJQ0FnSUNwd2JtS3VBRRAB,,,,,,Google,,101890755939084837987,,,,,,,,,,,,,,,,
Wendy's,4,,2024-04-11T14:07:03.294Z,0,,4,FALSE,,,a week ago,,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUREMmNpSDdRRRAB,,,,,,Google,,117958081581126936065,,,,,,,,,,,,,,,,
Wendy's,5,,2024-04-01T01:47:57.631Z,0,,9,TRUE,,,3 weeks ago,,Lunch,Plenty of parking,$1–10,,Dine in,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUNEbzl6TGF3EAE,,,,,,Google,,109619837210432240661,,,,,,,,,,,,,,,,
Wendy's,5,"I come here almost all the time for lunch on the weekdays, and the lunch crew here are phenomenal. They are fast, friendly and courteous. Amazing customer service. All other Wendy's should take a page of this book, especially the one in Garner, smh.",2024-03-29T22:47:13.396Z,0,,12,FALSE,,,3 weeks ago,,,,,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNEcWZpM193RRAB,,,,,,Google,,112682738184784369035,,,,,,,,,,,,,,,,
Wendy's,4,"This location has been consistent.
Staff is pleasant.",2024-03-20T20:11:09.081Z,0,,54,TRUE,,,a month ago,,Lunch,,$1–10,,Dine in,3,3,4,ChZDSUhNMG9nS0VJQ0FnSUQ5c19HTEdBEAE,,,,,,Google,,115818504918813583062,,,,,,,,,,,,,,,,
Wendy's,5,,2024-03-20T18:33:03.371Z,0,,,FALSE,,,a month ago,,Lunch,,,,Take out,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUQ5MF92UWt3RRAB,,,,,,Google,,117260377672008599533,,,,,,,,,,,,,,,,
Wendy's,2,The service sucked couldn't speak English double charged me claimed to have done cash back on the second order but couldn't get me the cash because there was no manager there which all was a lie looked at my account and it shows me charged for 2 of the items that I only got one of !!,2024-03-17T16:14:37.088Z,0,,14,TRUE,,,a month ago,,Lunch,,,,Take out,,3,1,ChdDSUhNMG9nS0VJQ0FnSUQ5b2EtMDZBRRAB,,,,,,Google,,115534750894871089210,,,,,,,,,,,,,,,,
Wendy's,1,Bathroon flooded nuggets tested like potatoes,2024-03-17T02:15:11.820Z,0,,7,FALSE,,,a month ago,,Dinner,,$10–20,,Take out,1,1,1,ChZDSUhNMG9nS0VJQ0FnSUQ5N3JXa0t3EAE,,,,,,Google,,107542889960100248705,,,,,,,,,,,,,,,,
Wendy's,5,"Very nice lady on the register ,walk me through how to use the app to get a special",2024-03-08T23:13:50.924Z,0,,91,TRUE,,,a month ago,,Lunch,,$1–10,,Dine in,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUM5ZzdxRWpBRRAB,,,,,,Google,,117342582556236274480,,,,,,,,,,,,,,,,
Wendy's,2,,2024-03-07T16:55:01.097Z,0,,10,FALSE,,,a month ago,,Lunch,,,,Dine in,3,1,4,ChZDSUhNMG9nS0VJQ0FnSUM5cGFfZllBEAE,,,,,,Google,,118081950901082154652,,,,,,,,,,,,,,,,
Wendy's,5,"I am a Doordasher, just picking up from here tonight, and I gotta say in more than two years of delivering food, I think this was the first time a staff member has ever helped me take the food to my car!!! 🙏 I wish I had got his name, but the whole staff working here tonight deserves some praise! 11/10 and thank you so much!",2024-03-06T01:29:21.302Z,0,,22,FALSE,,,a month ago,,,,,,Take out,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUM5M29ueXlRRRAB,,,,,,Google,,107011905901692361401,,,,,,,,,,,,,,,,
Wendy's,4,,2024-02-28T07:02:32.970Z,0,,,FALSE,,,a month ago,,,Plenty of parking,,,,3,4,5,ChdDSUhNMG9nS0VJQ0FnSURkNTZmQTlBRRAB,,,,,,Google,,115246175085470513787,,,,,,,,,,,,,,,,
Wendy's,1,They NEVER get the order right…..,2024-01-27T17:10:07.197Z,0,,22,TRUE,,,2 months ago,,Lunch,,$1–10,,Take out,,3,1,ChZDSUhNMG9nS0VJQ0FnSUROdjczRVV3EAE,,,,,,Google,,114560265461746037933,,,,,,,,,,,,,,,,
Wendy's,4,"Stopped by for a quick breakfast, and it was decent. There is a good amount of seating here, but hardly anyone in the store. The employees were friendly.",2024-01-27T15:41:52.916Z,0,,1068,TRUE,,,2 months ago,,Breakfast,Plenty of parking,$1–10,,Dine in,4,4,4,ChdDSUhNMG9nS0VJQ0FnSUROMzhPb3FRRRAB,https://lh5.googleusercontent.com/p/AF1QipMre16eHYfTG6682-ArOuiewk3p6f8L3gkqgvbT=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipNm6_JKyC3B_sNOIKM_ppwQhMDk2fklb7Vx0-ip=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipNzA_v-c7BAaaaoqcEckF2JSvmcUdQxvb0ggB3b=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipMHT7J_eq5qJq3d69DaD7KMTEjmujbxYMDSx0Fj=w150-h150-k-no-p,,Google,,112459269294153218090,,,,,,,,,,,,,,,,
Wendy's,5,Fast service,2024-01-23T22:38:43.353Z,0,,167,TRUE,,,2 months ago,,Lunch,,$1–10,,Take out,5,5,5,ChZDSUhNMG9nS0VJQ0FnSURObWN2RlF3EAE,,,,,,Google,,106438213527945022993,,,,,,,,,,,,,,,,
Wendy's,5,One of the best Wendy's I've been to. The people working here are great!,2024-01-17T17:32:04.899Z,0,,99,TRUE,,,3 months ago,,Lunch,,$10–20,,Dine in,5,5,5,ChdDSUhNMG9nS0VJQ0FnSURld3FURV93RRAB,,,,,,Google,,110605434400081751029,,,,,,,,,,,,,,,,
Lucky Chicken,2,,2024-04-17T00:13:49.664Z,0,,88,TRUE,,,6 days ago,,Dinner,,$20–30,Would not recommend,,2,2,2,ChdDSUhNMG9nS0VJQ0FnSUNqME11djFRRRAB,,,,,,Google,,114660720202096642252,,,,,,,,,,,,,,,,
Lucky Chicken,5,I was looking for a good Peruvian restaurant and this place popped up while I was in the area. As a Peruvian I'm actually shocked at some of the reviews on here. The seafood chaufa was delicious and the service was fantastic! I live an hour away and will be taking trips back to try the other items on the menu!,2024-04-16T19:18:47.600Z,0,,4,FALSE,,,a week ago,,Lunch,,$50–100,,Dine in,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNqNEtlcHh3RRAB,https://lh5.googleusercontent.com/p/AF1QipNCED8kXhxPWLlPmTGO0W12lccsR0EOQSYDNVgo=w150-h150-k-no-p,,,,,Google,,100809520530078450106,,,,,,,,,,,,,,,,
Lucky Chicken,5,Very good! First time trying this type of food and I am hooked.,2024-04-13T18:45:37.635Z,0,,16,TRUE,,,a week ago,,Lunch,,$20–30,,Dine in,5,5,5,ChZDSUhNMG9nS0VJQ0FnSURENDU2dk53EAE,,,,,,Google,,116992013890751626881,,,,,,,,,,,,,,,,
Lucky Chicken,5,"I usually eat at this restaurant every once in a while. I enjoy peruvian dishes and they captured the taste very accurately! It is a great place to try new fresh food. My food always comes in at the right temperature, the service is great and there is light music playing. The decorations are also elegant! Wonderful restaurant, I recommend it here!",2024-04-13T17:35:12.761Z,0,,5,FALSE,,,a week ago,,,,,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUREby1fLXJnRRAB,https://lh5.googleusercontent.com/p/AF1QipNUEs4x3-twzzW0NhVjT11qLJIwT9-JdOU8WPuR=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipPb6aczch6qkPwVmOKaQb9C3s8sZUvVlEVeNwX_=w150-h150-k-no-p,,,,Google,,114039890799383732660,,,,,,,,,,,,,,,,
